"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Percent of Fully Vaccinated Residents who Received a Booster Dose","Percent of Fully Vaccinated Staff who Received a Booster Dose","Date vaccination data last updated"
"045199","AR","79.2","92.6","57.9","21.0","03/20/2022"
"045201","AR","96.1","97.2","91.9","6.2","03/20/2022"
"045202","AR","89.9","96.6","91.9","61.2","03/20/2022"
"045203","AR","70.9","53.4","29.5","100.0","03/20/2022"
"045207","AR","92.6","92.8","88.9","42.3","03/20/2022"
"045208","AR","94.5","98.9","72.5","50.6","03/20/2022"
"045209","AR","89.3","94.2","79.6","25.5","03/20/2022"
"045211","AR","89.4","99.1","15.8","22.5","03/20/2022"
"045212","AR","90.7","68.5","67.9","46.1","03/20/2022"
"045214","AR","87.5","95.9","67.3","22.5","03/20/2022"
"045216","AR","89.4","94.3","84.7","30.2","03/20/2022"
"045217","AR","88.1","82.8","52.7","31.2","03/20/2022"
"045218","AR","96.4","94.2","81.1","12.4","03/20/2022"
"045219","AR","88.6","98.7","97.4","17.1","03/20/2022"
"045220","AR","80.8","81.5","77.3","22.8","03/20/2022"
"045221","AR","81.8","100.0","80.6","19.1","03/20/2022"
"045222","AR","84.8","85.0","86.6","41.7","03/20/2022"
"045227","AR","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"045228","AR","92.9","83.7","73.1","27.8","03/20/2022"
"045232","AR","94.9","92.4","48.6","8.2","03/20/2022"
"045236","AR","86.9","93.1","84.9","32.4","03/20/2022"
"045239","AR","95.6","98.4","93.8","39.9","03/20/2022"
"045241","AR","89.7","98.1","78.7","20.3","03/20/2022"
"045242","AR","86.4","64.7","73.7","13.6","03/20/2022"
"045243","AR","97.6","94.5","86.4","38.6","03/20/2022"
"045244","AR","90.9","97.7","80.0","41.2","03/20/2022"
"045245","AR","93.1","92.8","82.1","43.1","03/20/2022"
"045246","AR","100.0","96.3","100.0","79.8","03/20/2022"
"045247","AR","93.5","98.2","97.2","68.8","03/20/2022"
"045248","AR","82.3","96.2","82.4","0.0","03/20/2022"
"045250","AR","79.3","90.0","91.3","60.3","03/20/2022"
"045254","AR","96.4","97.2","90.0","14.1","03/20/2022"
"045256","AR","92.2","97.1","74.5","33.3","03/20/2022"
"045259","AR","94.3","88.9","90.0","48.2","03/20/2022"
"045266","AR","95.8","82.9","92.6","37.4","03/20/2022"
"045267","AR","74.7","67.9","69.5","14.5","03/20/2022"
"045268","AR","83.1","83.5","71.0","3.0","03/20/2022"
"045269","AR","84.9","94.1","75.6","18.8","03/20/2022"
"045270","AR","85.1","93.6","71.9","30.9","03/20/2022"
"045271","AR","85.3","99.3","90.6","29.0","03/20/2022"
"045275","AR","85.1","97.8","71.9","11.5","03/20/2022"
"045277","AR","66.7","100.0","52.4","11.4","03/20/2022"
"045280","AR","72.5","92.8","64.9","7.8","03/20/2022"
"045284","AR","91.5","85.6","88.4","33.5","03/20/2022"
"045287","AR","73.3","81.8","100.0","22.2","03/20/2022"
"045288","AR","65.3","88.8","59.4","26.8","03/20/2022"
"045289","AR","98.2","100.0","96.4","80.6","03/20/2022"
"045290","AR","95.6","99.2","89.5","66.7","03/20/2022"
"045295","AR","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"045297","AR","84.3","95.7","42.4","7.8","03/20/2022"
"045300","AR","88.9","85.3","93.2","17.2","03/20/2022"
"045301","AR","97.9","100.0","100.0","96.6","03/20/2022"
"045302","AR","92.5","100.0","89.8","67.1","03/20/2022"
"045303","AR","100.0","100.0","91.4","59.4","03/20/2022"
"045304","AR","86.7","98.5","96.9","3.1","03/20/2022"
"045305","AR","97.5","85.6","89.6","35.5","03/20/2022"
"045306","AR","93.2","90.8","94.1","62.0","03/20/2022"
"045308","AR","91.0","94.6","86.0","13.6","03/20/2022"
"045311","AR","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"045312","AR","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"045313","AR","100.0","90.1","85.4","21.9","03/20/2022"
"045314","AR","86.0","83.1","67.3","38.9","03/20/2022"
"045315","AR","83.6","98.9","90.2","43.5","03/20/2022"
"045317","AR","86.3","84.2","81.8","39.6","03/20/2022"
"045318","AR","96.3","78.8","88.5","35.8","03/20/2022"
"045322","AR","95.1","95.0","83.3","0.0","03/20/2022"
"045323","AR","84.8","85.7","97.4","13.6","03/20/2022"
"045326","AR","89.2","90.4","82.8","33.6","03/20/2022"
"045327","AR","86.6","98.8","19.4","2.6","03/20/2022"
"045334","AR","75.4","62.4","46.5","52.4","03/20/2022"
"045337","AR","84.4","97.8","72.4","32.6","03/20/2022"
"045338","AR","92.4","93.8","78.1","51.1","03/20/2022"
"045339","AR","77.8","97.8","92.9","46.0","03/20/2022"
"045340","AR","96.3","93.5","96.2","39.6","03/20/2022"
"045341","AR","91.7","89.3","93.2","37.3","03/20/2022"
"045342","AR","95.0","96.2","78.9","10.3","03/20/2022"
"045343","AR","91.1","94.7","79.3","56.5","03/20/2022"
"045345","AR","76.4","76.4","59.5","5.2","03/20/2022"
"045346","AR","89.5","97.2","88.2","16.8","03/20/2022"
"045348","AR","100.0","92.6","100.0","24.0","03/20/2022"
"045350","AR","93.1","94.0","79.1","49.7","03/20/2022"
"045351","AR","80.9","95.8","92.1","3.2","03/20/2022"
"045352","AR","85.3","96.9","89.1","6.5","03/20/2022"
"045353","AR","93.6","89.1","77.3","32.9","03/20/2022"
"045354","AR","83.9","97.4","75.3","25.7","03/20/2022"
"045356","AR","92.5","81.3","67.6","8.2","03/20/2022"
"045357","AR","86.9","74.6","84.9","2.3","03/20/2022"
"045358","AR","82.1","93.8","59.4","30.1","03/20/2022"
"045359","AR","96.9","100.0","71.0","24.0","03/20/2022"
"045361","AR","84.1","86.2","78.4","23.4","03/20/2022"
"045363","AR","66.9","83.9","68.2","8.7","03/20/2022"
"045364","AR","91.8","98.2","92.3","50.0","03/20/2022"
"045365","AR","93.1","85.5","100.0","49.1","03/20/2022"
"045366","AR","81.7","89.8","63.3","0.0","03/20/2022"
"045367","AR","98.1","98.7","100.0","0.0","03/20/2022"
"045369","AR","90.1","92.9","91.8","6.7","03/20/2022"
"045370","AR","90.9","94.8","88.3","50.9","03/20/2022"
"045371","AR","96.9","92.3","90.5","27.4","03/20/2022"
"045372","AR","90.9","88.2","80.0","25.4","03/20/2022"
"045373","AR","90.7","95.1","88.2","64.9","03/20/2022"
"045374","AR","82.8","100.0","83.0","70.5","03/20/2022"
"045376","AR","96.3","98.6","89.7","54.4","03/20/2022"
"045377","AR","84.7","92.1","88.5","27.3","03/20/2022"
"045378","AR","82.8","92.8","75.0","83.1","03/20/2022"
"045379","AR","91.4","63.6","78.4","0.0","03/20/2022"
"045380","AR","89.8","99.0","87.3","0.0","03/20/2022"
"045381","AR","95.5","100.0","89.1","72.4","03/20/2022"
"045383","AR","83.3","86.2","80.0","28.6","03/20/2022"
"045384","AR","98.5","93.7","83.1","25.0","03/20/2022"
"045385","AR","69.7","71.3","56.5","13.9","03/20/2022"
"045386","AR","88.9","98.2","75.0","13.0","03/20/2022"
"045387","AR","96.8","97.5","96.7","90.4","03/20/2022"
"045390","AR","90.4","87.8","73.3","18.5","03/20/2022"
"045391","AR","99.0","92.8","94.8","37.9","03/20/2022"
"045392","AR","91.9","96.8","95.6","4.7","03/20/2022"
"045393","AR","93.3","87.1","94.0","13.9","03/20/2022"
"045394","AR","86.5","98.2","90.6","9.2","03/20/2022"
"045396","AR","96.6","92.1","76.8","23.0","03/20/2022"
"045398","AR","96.2","92.4","92.1","25.4","03/20/2022"
"045401","AR","84.9","78.9","84.4","23.2","03/20/2022"
"045402","AR","84.2","97.3","72.9","38.4","03/20/2022"
"045403","AR","72.7","64.0","40.6","22.9","03/20/2022"
"045404","AR","100.0","98.4","75.0","40.0","03/20/2022"
"045407","AR","90.2","90.3","80.4","4.3","03/20/2022"
"045408","AR","93.4","98.3","86.0","1.7","03/20/2022"
"045409","AR","91.8","80.5","83.9","31.8","03/20/2022"
"045410","AR","86.3","97.6","95.2","80.8","03/20/2022"
"045411","AR","86.8","93.1","60.9","25.8","03/20/2022"
"045412","AR","84.6","79.0","89.9","17.9","03/20/2022"
"045413","AR","94.3","94.1","88.9","43.1","03/20/2022"
"045414","AR","90.0","64.3","84.4","42.2","03/20/2022"
"045415","AR","82.8","100.0","79.2","39.0","03/20/2022"
"045416","AR","92.9","96.6","76.9","2.9","03/20/2022"
"045417","AR","84.7","82.2","72.0","38.7","03/20/2022"
"045418","AR","84.4","90.2","84.2","26.8","03/20/2022"
"045419","AR","84.6","97.8","89.8","41.2","03/20/2022"
"045421","AR","88.1","67.2","0.0","77.8","03/20/2022"
"045422","AR","96.5","92.2","92.7","3.2","03/20/2022"
"045424","AR","86.0","81.8","45.3","12.8","03/20/2022"
"045427","AR","94.1","100.0","89.1","72.5","03/20/2022"
"045428","AR","87.6","95.8","87.2","6.1","03/20/2022"
"045430","AR","95.2","98.0","57.5","10.0","03/20/2022"
"045431","AR","66.7","84.8","25.0","21.8","03/20/2022"
"045432","AR","72.0","88.3","53.7","25.0","03/20/2022"
"045433","AR","94.0","93.8","83.0","18.0","03/20/2022"
"045434","AR","93.5","86.5","94.3","13.8","03/20/2022"
"045435","AR","98.2","93.2","79.1","34.5","03/20/2022"
"045436","AR","97.9","81.1","97.8","6.1","03/20/2022"
"045437","AR","91.2","87.9","82.7","25.9","03/20/2022"
"045438","AR","88.4","98.9","86.8","25.0","03/20/2022"
"045439","AR","72.6","72.6","0.0","7.5","03/20/2022"
"045440","AR","83.9","95.7","78.7","7.6","03/20/2022"
"045441","AR","83.3","63.9","82.4","35.4","03/20/2022"
"045442","AR","98.2","92.7","96.4","0.0","03/20/2022"
"045443","AR","92.9","89.4","99.1","26.8","03/20/2022"
"045445","AR","89.3","96.2","79.1","84.3","03/20/2022"
"045446","AR","93.6","84.1","9.6","18.8","03/20/2022"
"045447","AR","98.9","97.4","100.0","32.1","03/20/2022"
"045449","AR","87.8","100.0","88.9","34.3","03/20/2022"
"045450","AR","84.3","99.1","65.7","25.5","03/20/2022"
"045451","AR","63.2","68.9","41.7","29.4","03/20/2022"
"045452","AR","91.3","96.7","85.7","11.9","03/20/2022"
"045453","AR","84.5","94.3","93.3","27.0","03/20/2022"
"045454","AR","86.7","97.9","91.7","39.8","03/20/2022"
"045455","AR","99.1","97.5","96.2","68.4","03/20/2022"
"045456","AR","90.9","89.7","92.0","64.1","03/20/2022"
"045457","AR","95.1","97.4","89.7","9.4","03/20/2022"
"045458","AR","89.0","96.9","84.0","23.7","03/20/2022"
"045459","AR","100.0","76.7","100.0","23.9","03/20/2022"
"045460","AR","94.3","93.6","92.8","100.0","03/20/2022"
"045462","AR","96.8","99.3","100.0","24.3","03/20/2022"
"045463","AR","93.4","98.0","94.4","28.1","03/20/2022"
"045464","AR","94.0","93.2","90.4","26.4","03/20/2022"
"045465","AR","93.5","98.1","97.2","57.3","03/20/2022"
"045466","AR","93.3","90.4","90.7","26.4","03/20/2022"
"045467","AR","96.6","100.0","81.2","36.8","03/20/2022"
"045469","AR","100.0","100.0","54.3","28.1","03/20/2022"
"045470","AR","85.7","96.7","93.3","28.8","03/20/2022"
"045471","AR","76.3","92.6","82.2","3.6","03/20/2022"
"04A158","AR","100.0","99.1","94.9","20.6","03/20/2022"
"04A293","AR","96.8","83.8","99.4","29.4","03/20/2022"
"04E090","AR","87.5","73.7","95.2","26.2","03/20/2022"
"055001","CA","83.1","88.0","68.8","70.9","03/20/2022"
"055002","CA","91.1","100.0","86.6","95.9","03/20/2022"
"055003","CA","92.9","92.6","100.0","92.0","03/20/2022"
"055008","CA","95.8","100.0","95.0","86.2","03/20/2022"
"055011","CA","86.4","97.4","89.5","92.0","03/20/2022"
"055013","CA","100.0","97.8","94.9","87.3","03/20/2022"
"055014","CA","89.2","97.4","90.9","89.2","03/20/2022"
"055016","CA","97.9","100.0","97.8","100.0","03/20/2022"
"055017","CA","93.7","98.5","97.8","97.8","03/20/2022"
"055022","CA","100.0","100.0","100.0","95.5","03/20/2022"
"055028","CA","85.0","91.2","11.8","50.0","03/20/2022"
"055032","CA","84.0","99.0","66.7","96.9","03/20/2022"
"055034","CA","98.8","100.0","97.5","98.9","03/20/2022"
"055036","CA","89.5","92.9","90.2","92.3","03/20/2022"
"055039","CA","76.7","100.0","71.4","55.6","03/20/2022"
"055041","CA","92.3","94.1","100.0","96.8","03/20/2022"
"055042","CA","81.1","100.0","83.6","86.2","03/20/2022"
"055045","CA","91.7","100.0","66.4","86.4","03/20/2022"
"055047","CA","90.4","100.0","80.9","95.7","03/20/2022"
"055049","CA","95.8","94.9","80.4","93.2","03/20/2022"
"055052","CA","89.8","100.0","0.0","97.3","03/20/2022"
"055056","CA","95.2","100.0","100.0","100.0","03/20/2022"
"055060","CA","65.0","98.8","44.2","100.0","03/20/2022"
"055064","CA","92.6","86.1","70.7","74.2","03/20/2022"
"055067","CA","90.8","97.5","74.6","83.6","03/20/2022"
"055070","CA","90.5","98.4","73.7","78.3","03/20/2022"
"055072","CA","90.1","100.0","98.8","95.1","03/20/2022"
"055074","CA","89.5","97.3","98.5","82.2","03/20/2022"
"055076","CA","68.3","95.3","73.9","68.3","03/20/2022"
"055077","CA","90.3","99.3","67.7","96.5","03/20/2022"
"055078","CA","77.4","93.0","53.7","95.5","03/20/2022"
"055079","CA","96.0","97.0","90.7","88.7","03/20/2022"
"055084","CA","31.8","87.5","0.0","39.8","03/20/2022"
"055085","CA","76.1","95.4","48.6","90.3","03/20/2022"
"055092","CA","78.3","94.3","75.0","59.0","03/20/2022"
"055093","CA","97.0","100.0","92.3","93.3","03/20/2022"
"055099","CA","93.2","100.0","92.6","96.8","03/20/2022"
"055104","CA","97.0","98.6","93.8","92.9","03/20/2022"
"055105","CA","94.9","98.8","84.0","90.0","03/20/2022"
"055107","CA","100.0","100.0","100.0","100.0","03/20/2022"
"055109","CA","90.0","100.0","79.6","100.0","03/20/2022"
"055111","CA","83.5","94.5","83.3","86.0","03/20/2022"
"055114","CA","88.0","98.6","80.8","95.1","03/20/2022"
"055115","CA","98.2","100.0","98.2","94.4","03/20/2022"
"055116","CA","95.3","100.0","85.4","100.0","03/20/2022"
"055119","CA","90.0","95.2","100.0","100.0","03/20/2022"
"055121","CA","78.7","98.2","84.4","85.4","03/20/2022"
"055123","CA","86.3","92.5","79.4","92.8","03/20/2022"
"055126","CA","100.0","99.1","100.0","93.3","03/20/2022"
"055129","CA","81.8","89.7","36.1","43.7","03/20/2022"
"055135","CA","90.4","98.7","87.2","97.3","03/20/2022"
"055136","CA","90.6","96.3","89.7","100.0","03/20/2022"
"055139","CA","95.1","94.4","84.5","72.9","03/20/2022"
"055141","CA","82.8","94.7","24.5","71.5","03/20/2022"
"055142","CA","89.4","100.0","86.8","100.0","03/20/2022"
"055146","CA","85.7","97.2","100.0","100.0","03/20/2022"
"055147","CA","86.7","97.4","86.9","69.0","03/20/2022"
"055150","CA","96.7","98.9","85.1","89.5","03/20/2022"
"055153","CA","91.0","90.0","67.9","100.0","03/20/2022"
"055155","CA","85.7","97.6","74.1","100.0","03/20/2022"
"055156","CA","100.0","100.0","100.0","100.0","03/20/2022"
"055157","CA","95.4","100.0","22.6","95.7","03/20/2022"
"055160","CA","88.4","100.0","84.2","89.2","03/20/2022"
"055161","CA","98.4","100.0","100.0","97.1","03/20/2022"
"055162","CA","93.0","99.2","97.5","97.7","03/20/2022"
"055163","CA","84.5","99.0","81.6","95.1","03/20/2022"
"055167","CA","72.3","87.3","16.7","93.8","03/20/2022"
"055168","CA","97.8","100.0","97.8","98.6","03/20/2022"
"055169","CA","95.3","99.1","91.3","58.1","03/20/2022"
"055170","CA","100.0","100.0","100.0","100.0","03/20/2022"
"055173","CA","100.0","95.9","100.0","99.1","03/20/2022"
"055175","CA","96.1","0.0","81.6","0.0","03/20/2022"
"055181","CA","96.6","99.5","84.8","91.8","03/20/2022"
"055182","CA","86.9","96.7","81.0","96.0","03/20/2022"
"055183","CA","81.3","94.5","64.6","95.0","03/20/2022"
"055185","CA","98.0","86.0","61.9","57.7","03/20/2022"
"055187","CA","92.5","99.3","91.9","97.1","03/20/2022"
"055188","CA","100.0","100.0","98.5","99.1","03/20/2022"
"055189","CA","84.0","91.2","85.7","89.2","03/20/2022"
"055191","CA","89.6","93.0","79.1","95.5","03/20/2022"
"055192","CA","91.9","100.0","91.2","97.9","03/20/2022"
"055196","CA","95.7","96.2","97.8","100.0","03/20/2022"
"055199","CA","87.8","91.9","85.2","23.6","03/20/2022"
"055201","CA","73.6","90.5","52.6","0.0","03/20/2022"
"055202","CA","100.0","100.0","100.0","100.0","03/20/2022"
"055203","CA","92.9","100.0","89.2","96.6","03/20/2022"
"055204","CA","90.7","94.3","76.9","85.6","03/20/2022"
"055206","CA","51.2","98.0","43.8","92.0","03/20/2022"
"055208","CA","100.0","87.7","100.0","92.0","03/20/2022"
"055210","CA","100.0","97.4","90.9","100.0","03/20/2022"
"055211","CA","98.5","99.0","96.3","98.1","03/20/2022"
"055212","CA","94.9","96.7","97.3","100.0","03/20/2022"
"055213","CA","80.7","95.4","68.1","70.7","03/20/2022"
"055215","CA","96.2","100.0","89.3","97.8","03/20/2022"
"055222","CA","92.1","100.0","82.9","94.6","03/20/2022"
"055223","CA","89.1","100.0","91.2","100.0","03/20/2022"
"055237","CA","86.9","95.1","60.4","88.8","03/20/2022"
"055239","CA","90.7","100.0","92.6","96.7","03/20/2022"
"055240","CA","95.0","99.0","90.8","2.1","03/20/2022"
"055241","CA","91.7","99.0","100.0","96.9","03/20/2022"
"055242","CA","90.0","99.0","82.2","86.6","03/20/2022"
"055247","CA","89.2","92.3","75.8","81.7","03/20/2022"
"055249","CA","84.1","96.8","70.7","92.3","03/20/2022"
"055252","CA","77.6","96.6","63.2","98.8","03/20/2022"
"055253","CA","96.1","98.7","100.0","100.0","03/20/2022"
"055255","CA","91.0","94.2","80.3","86.0","03/20/2022"
"055256","CA","92.5","98.8","89.2","90.6","03/20/2022"
"055258","CA","65.6","91.2","67.8","90.3","03/20/2022"
"055259","CA","88.7","98.9","83.6","92.5","03/20/2022"
"055261","CA","97.9","98.0","80.4","91.1","03/20/2022"
"055262","CA","98.0","96.4","95.8","98.1","03/20/2022"
"055268","CA","88.6","94.8","95.7","85.9","03/20/2022"
"055271","CA","90.4","90.3","85.1","93.8","03/20/2022"
"055276","CA","100.0","96.8","94.4","96.7","03/20/2022"
"055280","CA","91.8","95.9","91.0","100.0","03/20/2022"
"055282","CA","84.6","100.0","88.6","97.1","03/20/2022"
"055283","CA","100.0","93.1","86.7","92.6","03/20/2022"
"055286","CA","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"055287","CA","91.6","97.5","80.5","93.3","03/20/2022"
"055288","CA","87.5","100.0","80.4","47.6","03/20/2022"
"055289","CA","87.7","90.9","84.5","83.6","03/20/2022"
"055292","CA","93.8","100.0","0.0","0.0","03/20/2022"
"055293","CA","76.4","100.0","72.8","96.1","03/20/2022"
"055296","CA","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"055297","CA","89.7","97.5","79.3","93.8","03/20/2022"
"055298","CA","92.5","97.6","90.3","92.8","03/20/2022"
"055299","CA","91.9","97.8","82.5","89.0","03/20/2022"
"055303","CA","100.0","96.7","86.7","96.6","03/20/2022"
"055304","CA","88.4","99.0","100.0","21.2","03/20/2022"
"055305","CA","85.0","98.1","2.0","62.9","03/20/2022"
"055307","CA","88.5","95.8","88.2","83.5","03/20/2022"
"055308","CA","86.4","96.8","83.2","96.7","03/20/2022"
"055310","CA","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"055311","CA","93.5","100.0","93.1","87.0","03/20/2022"
"055315","CA","93.3","98.1","95.2","83.6","03/20/2022"
"055316","CA","95.8","100.0","77.9","90.1","03/20/2022"
"055318","CA","88.1","100.0","3.1","3.6","03/20/2022"
"055322","CA","75.2","96.0","57.1","95.8","03/20/2022"
"055328","CA","84.6","95.5","98.5","91.6","03/20/2022"
"055329","CA","97.8","100.0","97.8","85.0","03/20/2022"
"055330","CA","87.1","100.0","64.2","75.7","03/20/2022"
"055331","CA","90.9","88.4","92.5","100.0","03/20/2022"
"055335","CA","92.8","96.7","81.8","94.9","03/20/2022"
"055338","CA","96.0","97.3","100.0","88.9","03/20/2022"
"055341","CA","85.7","100.0","88.9","96.7","03/20/2022"
"055342","CA","92.6","99.2","79.5","92.1","03/20/2022"
"055344","CA","93.0","97.1","86.3","95.1","03/20/2022"
"055350","CA","89.6","100.0","94.2","88.2","03/20/2022"
"055353","CA","92.9","95.4","88.5","95.2","03/20/2022"
"055354","CA","80.5","98.9","62.9","66.5","03/20/2022"
"055356","CA","82.6","100.0","94.7","97.9","03/20/2022"
"055360","CA","100.0","100.0","91.8","95.7","03/20/2022"
"055361","CA","93.9","89.4","100.0","94.7","03/20/2022"
"055364","CA","84.2","93.5","77.6","68.1","03/20/2022"
"055367","CA","95.1","98.7","89.6","96.1","03/20/2022"
"055372","CA","80.4","94.3","85.1","92.0","03/20/2022"
"055374","CA","80.9","87.1","65.1","90.1","03/20/2022"
"055376","CA","93.5","99.0","86.1","92.2","03/20/2022"
"055387","CA","85.5","93.3","100.0","69.1","03/20/2022"
"055388","CA","90.4","97.7","80.9","92.9","03/20/2022"
"055394","CA","86.0","97.2","77.5","90.7","03/20/2022"
"055401","CA","93.0","72.7","70.0","47.5","03/20/2022"
"055402","CA","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"055407","CA","94.2","100.0","88.5","88.9","03/20/2022"
"055408","CA","92.6","96.4","96.0","100.0","03/20/2022"
"055409","CA","75.5","95.6","65.8","90.2","03/20/2022"
"055410","CA","84.6","89.4","80.3","70.1","03/20/2022"
"055412","CA","92.3","98.8","77.8","92.5","03/20/2022"
"055417","CA","83.3","94.5","62.9","92.3","03/20/2022"
"055423","CA","92.2","100.0","74.5","82.4","03/20/2022"
"055430","CA","94.3","99.4","90.2","94.9","03/20/2022"
"055434","CA","95.2","97.2","93.3","100.0","03/20/2022"
"055435","CA","89.3","95.4","82.7","5.8","03/20/2022"
"055438","CA","100.0","95.7","95.1","90.5","03/20/2022"
"055441","CA","93.6","100.0","76.7","98.2","03/20/2022"
"055443","CA","98.1","99.5","94.2","92.0","03/20/2022"
"055446","CA","83.8","93.3","82.1","78.6","03/20/2022"
"055448","CA","93.0","94.1","86.3","46.9","03/20/2022"
