CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_013_01_DENOMINATOR,96,,10/01/2018,09/30/2019
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_013_01_OBS_RATE,0.0,,10/01/2018,09/30/2019
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_OBS_READM,15,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_VOLUME,166,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_OBS,9.04,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_RSRR,7.71,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_RSRR_2_5,5.92,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_RSRR_97_5,10.00,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_NUMBER,130,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_VOLUME,183,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_OBS_RATE,71.04,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_RS_RATE,70.79,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_RS_RATE_2_5,63.54,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_RS_RATE _97_5,76.36,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_006_01_MSPB_NUMB,189,,10/01/2016,09/30/2018
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD",,HOUSTON,MO,65483,TEXAS,(417) 967-3311,07,S_006_01_MSPB_SCORE,0.45,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_013_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_013_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_013_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_OBS_READM,8,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_VOLUME,53,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_OBS,15.09,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_RSRR,7.94,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_RSRR_2_5,5.95,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_RSRR_97_5,10.24,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_NUMBER,34,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_VOLUME,55,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_OBS_RATE,61.82,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_RS_RATE,59.01,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_RS_RATE_2_5,47.98,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_RS_RATE _97_5,69.87,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_005_01_DTC_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_006_01_MSPB_NUMB,71,,10/01/2016,09/30/2018
260034,"BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST",,BUTLER,MO,64730,BATES,(660) 200-7000,07,S_006_01_MSPB_SCORE,0.53,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_002_01_NUMERATOR,1,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_002_01_DENOMINATOR,43,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_002_01_OBS_RATE,2.3,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_002_01_ADJ_RATE,4.10,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_001_01_NUMERATOR,43,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_001_01_DENOMINATOR,43,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_001_01_OBS_RATE,100.0,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_013_01_NUMERATOR,0,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_013_01_DENOMINATOR,43,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_013_01_OBS_RATE,0.0,"13",10/01/2018,09/30/2019
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_OBS_READM,2,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_VOLUME,86,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_OBS,2.33,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_RSRR,6.90,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_RSRR_2_5,5.09,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_RSRR_97_5,9.15,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_NUMBER,78,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_VOLUME,92,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_OBS_RATE,84.78,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_RS_RATE,67.82,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_RS_RATE_2_5,62.13,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_RS_RATE _97_5,72.96,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_006_01_MSPB_NUMB,105,,10/01/2016,09/30/2018
260050,"MOSAIC MEDICAL CENTER - MARYVILLE","2016 SOUTH MAIN ST",,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,07,S_006_01_MSPB_SCORE,0.54,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_002_01_NUMERATOR,2,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_002_01_DENOMINATOR,206,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_002_01_OBS_RATE,1.0,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_002_01_ADJ_RATE,1.08,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_001_01_NUMERATOR,203,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_001_01_DENOMINATOR,207,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_001_01_OBS_RATE,98.1,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_013_01_NUMERATOR,0,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_013_01_DENOMINATOR,206,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_013_01_OBS_RATE,0.0,,10/01/2018,09/30/2019
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_OBS_READM,20,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_VOLUME,237,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_OBS,8.44,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_RSRR,7.80,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_RSRR_2_5,6.15,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_RSRR_97_5,9.89,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_NUMBER,167,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_VOLUME,227,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_OBS_RATE,73.57,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_RS_RATE,67.93,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_RS_RATE_2_5,62.45,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_RS_RATE _97_5,72.40,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_006_01_MSPB_NUMB,415,,10/01/2016,09/30/2018
260057,"CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN",,CAMERON,MO,64429,CLINTON,(816) 632-2101,07,S_006_01_MSPB_SCORE,0.57,,10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_013_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_013_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_013_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_OBS_READM,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_OBS,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_RSRR,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_RSRR_2_5,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_RSRR_97_5,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_004_01_PPR_PD_COMP_PERF,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_NUMBER,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_OBS_RATE,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_RS_RATE,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_RS_RATE_2_5,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_RS_RATE _97_5,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_005_01_DTC_COMP_PERF,Not Available,"1",10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018
260059,"MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE",,LEBANON,MO,65536,LACLEDE,(417) 533-6100,07,S_006_01_MSPB_SCORE,Not Available,"1",10/01/2016,09/30/2018
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
260061,"NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST",,NEVADA,MO,64772,VERNON,(417) 667-3355,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
